container_id,local_id,attribute_name,value_text
2013286668,92,NAME,/100-LAYOUT300-304/B1
2013286668,107,NAME,/100-LAYOUT300-305
2013286668,108,NAME,/100-LAYOUT300-305/B1
2013286668,124,NAME,/100-LAYOUT300-306
2013286668,125,NAME,/100-LAYOUT300-306/B1
2013286668,140,NAME,/100-LAYOUT300-307
2013286668,141,NAME,/100-LAYOUT300-307/B1
2013286668,692,NAME,/100-LAYOUT300-307/B2
2013286668,154,NAME,/100-LAYOUT300-308
2013286668,155,NAME,/100-LAYOUT300-308/B1
2013286668,158,NAME,/100-LAYOUT300-309
2013286668,159,NAME,/100-LAYOUT300-309/B1
2013286668,165,NAME,/100-LAYOUT300-310
2013286668,166,NAME,/100-LAYOUT300-310/B1
2013286668,172,NAME,/100-LAYOUT300-311
2013286668,173,NAME,/100-LAYOUT300-311/B1
2013286668,177,NAME,/100-LAYOUT300-312
2013286668,178,NAME,/100-LAYOUT300-312/B1
2013286668,185,NAME,/100-LAYOUT300-313
2013286668,186,NAME,/100-LAYOUT300-313/B1
2013286668,193,NAME,/100-LAYOUT300-314
2013286668,194,NAME,/100-LAYOUT300-314/B1
2013286668,194,INCO,Router
2013286668,201,NAME,/100-B-315
2013286668,202,NAME,/100-A3B-315/B1
2013286668,212,NAME,/100-LAYOUT300-316
2013286668,213,NAME,/100-LAYOUT300-316/B1
2013286668,213,INCO,Router
2013286668,220,NAME,/100-LAYOUT300-317
2013286668,221,NAME,/100-LAYOUT300-317/B1
2013286668,229,NAME,/150-A-318
2013286668,230,NAME,/150-A-318/B1
2013286668,239,NAME,/150-A-318/B2
2013286668,241,NAME,/40-B-319
2013286668,242,NAME,/40-B-319/B1
2013286668,248,NAME,/100-A-320
2013286668,249,NAME,/100-A-320/B1
2013286668,255,NAME,/50-B-321
2013286668,256,NAME,/50-B-321/B1
2013286668,271,NAME,/50-B-321-PS01
2013286668,278,NAME,/50-B-322
2013286668,279,NAME,/50-B-322/B1
2013286668,293,NAME,/50-B-322-PS01
2013286668,300,NAME,/100-F-323
2013286668,301,NAME,/100-F-323/B1
2013286668,322,NAME,/100-F-324
2013286668,323,NAME,/100-F-324/B1
2013286668,344,NAME,/100-F-325
2013286668,345,NAME,/100-F-325/B1
2013286668,360,NAME,/100-F-326
2013286668,361,NAME,/100-F-326/B1
2013286668,366,NAME,/150-A-327
2013286668,367,NAME,/150-A-327/B1
2013286668,373,NAME,/150-A-327/B2
2013286668,574,NAME,/100-B-328
2013286668,575,NAME,/100-B-328/B1
2013286668,591,NAME,/100-B-328/B2
2013286668,605,NAME,/300-B-342
2013286668,606,NAME,/300-B-342/B1
2013286668,375,NAME,/ZONE-ROUTER-AREA03
2013286668,375,DESC,AREA03PIPE
2013286668,375,FUNC,Piping
2013286668,375,:SDNFEFID,Engineering Firm Id
2013286668,375,:SDNFCLID,Client Id
2013286668,375,:SDNFSTID,Structure Id
2013286668,375,:SDNFPRID,Project Id
2013286668,375,:SDNFDECODE,Design Code
2013286668,375,:SDNFTARGET,Target Contractor
2013286668,375,:MDSHangRot,"1:false,1,2"
2013286668,375,:MDSHv,BOTH
2013286668,376,NAME,/Route_Plane_1
2013286668,376,DESC,Routing Plane
2013286668,377,NAME,/ZONE-ROUTER-STRU-AREA03
2013286668,377,:SDNFEFID,Engineering Firm Id
2013286668,377,:SDNFCLID,Client Id
2013286668,377,:SDNFSTID,Structure Id
2013286668,377,:SDNFPRID,Project Id
2013286668,377,:SDNFDECODE,Design Code
2013286668,377,:SDNFTARGET,Target Contractor
2013286668,377,:MDSBuildStyl,INSIDE
2013286668,377,:MDSHv,BOTH
2013286668,377,:MDSPosNumMax,0
2013286668,378,NAME,/AREA03-RACK-PLANE-EW
2013286668,378,FUNC,2 LEVEL RACK WITH 1 E/E PLANES
2013286668,382,NAME,/AREA03-RACK-PLANE-NS
2013286668,382,FUNC,2 LEVEL RACK WITH 1 E/E PLANES
